Question,Structure,Réponses,Occurrences,Nombre de réponses,Effectifs par structure,Pourcentage,Edition
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Entre 10 000 et 100 000 habitants,SQ002. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un Chief Data Officer ou administrateur des données a été nommé ,6,35,35,17,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Entre 10 000 et 100 000 habitants,SQ003. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Une direction de la donnée a été créée ,2,35,35,6,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Entre 10 000 et 100 000 habitants,SQ004. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Je ne sais pas,10,35,35,29,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Entre 10 000 et 100 000 habitants,Sans réponse,0,35,35,0,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Entre 3 500 et 10 000 habitants,SQ001. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un « comité data » a été mis en place,0,17,17,0,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Entre 3 500 et 10 000 habitants,SQ002. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un Chief Data Officer ou administrateur des données a été nommé ,2,17,17,12,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Entre 3 500 et 10 000 habitants,SQ003. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Une direction de la donnée a été créée ,1,17,17,6,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Entre 3 500 et 10 000 habitants,SQ004. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Je ne sais pas,6,17,17,35,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Entre 3 500 et 10 000 habitants,Sans réponse,0,17,17,0,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Moins de 3 500 habitants,SQ001. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un « comité data » a été mis en place,1,81,81,1,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Moins de 3 500 habitants,SQ002. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un Chief Data Officer ou administrateur des données a été nommé ,3,81,81,4,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Moins de 3 500 habitants,SQ003. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Une direction de la donnée a été créée ,0,81,81,0,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Moins de 3 500 habitants,SQ004. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Je ne sais pas,53,81,81,65,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Moins de 3 500 habitants,Sans réponse,0,81,81,0,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Plus de 100 000 habitants,SQ001. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un « comité data » a été mis en place,3,7,7,43,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Plus de 100 000 habitants,SQ002. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un Chief Data Officer ou administrateur des données a été nommé ,1,7,7,14,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Plus de 100 000 habitants,SQ003. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Une direction de la donnée a été créée ,1,7,7,14,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Plus de 100 000 habitants,SQ004. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Je ne sais pas,1,7,7,14,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Plus de 100 000 habitants,Sans réponse,0,7,7,0,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Total,SQ001. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un « comité data » a été mis en place,28,297,297,9,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Total,SQ002. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un Chief Data Officer ou administrateur des données a été nommé ,38,297,297,13,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Total,SQ003. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Une direction de la donnée a été créée ,24,297,297,8,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Total,SQ004. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Je ne sais pas,105,297,297,35,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Total,Sans réponse,0,297,297,0,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Total hors communes < 3500 habitants,SQ001. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un « comité data » a été mis en place,27,216,216,12,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Total hors communes < 3500 habitants,SQ002. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un Chief Data Officer ou administrateur des données a été nommé ,35,216,216,16,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Total hors communes < 3500 habitants,SQ003. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Une direction de la donnée a été créée ,24,216,216,11,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Total hors communes < 3500 habitants,SQ004. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Je ne sais pas,52,216,216,24,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Total hors communes < 3500 habitants,Sans réponse,0,216,216,0,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Un EPCI,SQ001. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un « comité data » a été mis en place,13,83,83,16,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Un EPCI,SQ002. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un Chief Data Officer ou administrateur des données a été nommé ,13,83,83,16,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Un EPCI,SQ003. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Une direction de la donnée a été créée ,12,83,83,14,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Un EPCI,SQ004. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Je ne sais pas,18,83,83,22,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Un EPCI,Sans réponse,0,83,83,0,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Un département,SQ001. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un « comité data » a été mis en place,5,29,29,17,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Un département,SQ002. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un Chief Data Officer ou administrateur des données a été nommé ,5,29,29,17,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Un département,SQ003. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Une direction de la donnée a été créée ,2,29,29,7,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Un département,SQ004. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Je ne sais pas,6,29,29,21,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Un département,Sans réponse,0,29,29,0,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Une commune,SQ001. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un « comité data » a été mis en place,5,140,140,4,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Une commune,SQ002. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un Chief Data Officer ou administrateur des données a été nommé ,12,140,140,9,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Une commune,SQ003. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Une direction de la donnée a été créée ,4,140,140,3,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Une commune,SQ004. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Je ne sais pas,70,140,140,50,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Une commune,Sans réponse,0,140,140,0,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Une région,SQ001. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un « comité data » a été mis en place,4,14,14,29,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Une région,SQ002. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Un Chief Data Officer ou administrateur des données a été nommé ,3,14,14,21,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Une région,SQ003. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Une direction de la donnée a été créée ,4,14,14,29,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Une région,SQ004. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : [Je ne sais pas,1,14,14,7,2022
G7Q00003SQ001]. Certaines collectivités pionnières structurent la gestion de la donnée en identifiant des fonctions dédiées dans leur organigramme. Dans votre collectivité : ,Une région,Sans réponse,0,14,14,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Autre,"SQ002. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction générale",0,31,31,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Autre,"SQ003. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction Informatique",0,31,31,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Autre,"SQ004. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Service d’information géographique (SIG)",0,31,31,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Autre,"SQ005. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Archives ",0,31,31,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Autre,"SQ006. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Communication",0,31,31,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Autre,"SQ007. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Services techniques",0,31,31,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Autre,"SQ009. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Ressources humaines",0,31,31,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Autre,"SQ008. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Autres",0,31,31,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Autre,Sans réponse,0,31,31,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 10 000 et 100 000 habitants,"SQ002. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction générale",0,35,35,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 10 000 et 100 000 habitants,"SQ003. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction Informatique",0,35,35,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 10 000 et 100 000 habitants,"SQ004. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Service d’information géographique (SIG)",0,35,35,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 10 000 et 100 000 habitants,"SQ005. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Archives ",0,35,35,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 10 000 et 100 000 habitants,"SQ006. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Communication",0,35,35,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 10 000 et 100 000 habitants,"SQ007. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Services techniques",0,35,35,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 10 000 et 100 000 habitants,"SQ009. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Ressources humaines",0,35,35,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 10 000 et 100 000 habitants,"SQ008. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Autres",0,35,35,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 10 000 et 100 000 habitants,Sans réponse,0,35,35,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 3 500 et 10 000 habitants,"SQ002. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction générale",0,17,17,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 3 500 et 10 000 habitants,"SQ003. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction Informatique",0,17,17,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 3 500 et 10 000 habitants,"SQ004. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Service d’information géographique (SIG)",0,17,17,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 3 500 et 10 000 habitants,"SQ005. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Archives ",0,17,17,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 3 500 et 10 000 habitants,"SQ006. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Communication",0,17,17,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 3 500 et 10 000 habitants,"SQ007. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Services techniques",0,17,17,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 3 500 et 10 000 habitants,"SQ009. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Ressources humaines",0,17,17,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 3 500 et 10 000 habitants,"SQ008. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Autres",0,17,17,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Entre 3 500 et 10 000 habitants,Sans réponse,0,17,17,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Moins de 3 500 habitants,"SQ002. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction générale",0,81,81,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Moins de 3 500 habitants,"SQ003. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction Informatique",0,81,81,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Moins de 3 500 habitants,"SQ004. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Service d’information géographique (SIG)",0,81,81,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Moins de 3 500 habitants,"SQ005. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Archives ",0,81,81,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Moins de 3 500 habitants,"SQ006. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Communication",0,81,81,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Moins de 3 500 habitants,"SQ007. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Services techniques",0,81,81,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Moins de 3 500 habitants,"SQ009. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Ressources humaines",0,81,81,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Moins de 3 500 habitants,"SQ008. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Autres",0,81,81,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Moins de 3 500 habitants,Sans réponse,0,81,81,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Plus de 100 000 habitants,"SQ002. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction générale",0,7,7,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Plus de 100 000 habitants,"SQ003. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction Informatique",0,7,7,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Plus de 100 000 habitants,"SQ004. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Service d’information géographique (SIG)",0,7,7,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Plus de 100 000 habitants,"SQ005. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Archives ",0,7,7,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Plus de 100 000 habitants,"SQ006. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Communication",0,7,7,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Plus de 100 000 habitants,"SQ007. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Services techniques",0,7,7,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Plus de 100 000 habitants,"SQ009. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Ressources humaines",0,7,7,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Plus de 100 000 habitants,"SQ008. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Autres",0,7,7,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Plus de 100 000 habitants,Sans réponse,0,7,7,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total,"SQ002. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction générale",0,297,297,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total,"SQ003. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction Informatique",0,297,297,0,2022
