Question,Structure,Réponses,Occurrences,Nombre de réponses,Effectifs par structure,Pourcentage
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un EPCI (hors métropole),Un processus de certification (ISO 27001),,28,33,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un EPCI (hors métropole),Une obligation d’hébergement souverain (français ou européen),,28,33,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un EPCI (hors métropole),Des clauses de sécurité dans les contrats informatiques,,28,33,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un EPCI (hors métropole),Des clauses de sécurité pour les délégations de service public,,28,33,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un EPCI (hors métropole),Une coopération avec l’Agence nationale de la sécurité des systèmes d’information (ANSSI) ou avec un cyber campus régional,,28,33,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un EPCI (hors métropole),Le déploiement d’outils techniques de sécurisation des réseaux informatiques,,28,33,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un EPCI (hors métropole),Sans réponse,,28,33,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un département,Une formation pour les agents et les élus,,15,25,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un département,La désignation d’un responsable de sécurité informatique (RSSI ou autre),,15,25,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un département,Une stratégie de sécurité informatique,,15,25,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un département,Un processus de certification (ISO 27001),,15,25,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un département,Une obligation d’hébergement souverain (français ou européen),,15,25,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un département,Des clauses de sécurité dans les contrats informatiques,,15,25,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un département,Des clauses de sécurité pour les délégations de service public,,15,25,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un département,Une coopération avec l’Agence nationale de la sécurité des systèmes d’information (ANSSI) ou avec un cyber campus régional,,15,25,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un département,Le déploiement d’outils techniques de sécurisation des réseaux informatiques,,15,25,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Un département,Sans réponse,,15,25,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une commune,Une formation pour les agents et les élus,,22,30,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une commune,La désignation d’un responsable de sécurité informatique (RSSI ou autre),,22,30,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une commune,Une stratégie de sécurité informatique,,22,30,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une commune,Un processus de certification (ISO 27001),,22,30,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une commune,Une obligation d’hébergement souverain (français ou européen),,22,30,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une commune,Des clauses de sécurité dans les contrats informatiques,,22,30,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une commune,Des clauses de sécurité pour les délégations de service public,,22,30,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une commune,Une coopération avec l’Agence nationale de la sécurité des systèmes d’information (ANSSI) ou avec un cyber campus régional,,22,30,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une commune,Le déploiement d’outils techniques de sécurisation des réseaux informatiques,,22,30,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une commune,Sans réponse,0,22,30,0
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une métropole,Une formation pour les agents et les élus,,12,18,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une métropole,La désignation d’un responsable de sécurité informatique (RSSI ou autre),14,12,18,78
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une métropole,Une stratégie de sécurité informatique,14,12,18,78
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une métropole,Un processus de certification (ISO 27001),,12,18,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une métropole,Une obligation d’hébergement souverain (français ou européen),,12,18,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une métropole,Des clauses de sécurité dans les contrats informatiques,15,12,18,83
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une métropole,Des clauses de sécurité pour les délégations de service public,,12,18,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une métropole,Une coopération avec l’Agence nationale de la sécurité des systèmes d’information (ANSSI) ou avec un cyber campus régional,,12,18,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une métropole,Le déploiement d’outils techniques de sécurisation des réseaux informatiques,16,12,18,89
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une métropole,Sans réponse,,12,18,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une région,Une formation pour les agents et les élus,,5,10,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une région,La désignation d’un responsable de sécurité informatique (RSSI ou autre),,5,10,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une région,Une stratégie de sécurité informatique,,5,10,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une région,Un processus de certification (ISO 27001),,5,10,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une région,Une obligation d’hébergement souverain (français ou européen),,5,10,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une région,Des clauses de sécurité dans les contrats informatiques,,5,10,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une région,Des clauses de sécurité pour les délégations de service public,,5,10,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une région,Une coopération avec l’Agence nationale de la sécurité des systèmes d’information (ANSSI) ou avec un cyber campus régional,,5,10,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une région,Le déploiement d’outils techniques de sécurisation des réseaux informatiques,,5,10,
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : ",Une région,Sans réponse,,5,10,
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Autre,Ma structure n’est pas concernée par cette obligation,19,70,75,25
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Autre,Non,22,70,75,29
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Autre,Oui,19,70,75,25
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Autre,Sans réponse,5,70,75,7
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Autre,Je ne sais pas,10,70,75,13
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de 10 000 à 100 000 hab.,Ma structure n’est pas concernée par cette obligation,0,10,10,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de 10 000 à 100 000 hab.,Non,6,10,10,60
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de 10 000 à 100 000 hab.,Oui,2,10,10,20
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de 10 000 à 100 000 hab.,Sans réponse,0,10,10,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de 10 000 à 100 000 hab.,Je ne sais pas,2,10,10,20
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de 3 500 à 10 000 hab.,Ma structure n’est pas concernée par cette obligation,1,6,6,17
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de 3 500 à 10 000 hab.,Non,5,6,6,83
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de 3 500 à 10 000 hab.,Oui,0,6,6,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de 3 500 à 10 000 hab.,Sans réponse,0,6,6,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de 3 500 à 10 000 hab.,Je ne sais pas,0,6,6,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de moins de 3 500 hab.,Ma structure n’est pas concernée par cette obligation,6,9,9,67
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de moins de 3 500 hab.,Non,2,9,9,22
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de moins de 3 500 hab.,Oui,1,9,9,11
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de moins de 3 500 hab.,Sans réponse,0,9,9,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de moins de 3 500 hab.,Je ne sais pas,0,9,9,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de plus de 100 000 hab.,Ma structure n’est pas concernée par cette obligation,0,5,5,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de plus de 100 000 hab.,Non,4,5,5,80
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de plus de 100 000 hab.,Oui,1,5,5,20
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de plus de 100 000 hab.,Sans réponse,0,5,5,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Communes de plus de 100 000 hab.,Je ne sais pas,0,5,5,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Total,Ma structure n’est pas concernée par cette obligation,26,184,191,14
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Total,Non,72,184,191,38
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Total,Oui,73,184,191,38
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Total,Sans réponse,7,184,191,4
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Total,Je ne sais pas,13,184,191,7
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Total hors communes < 3500 habitants,Ma structure n’est pas concernée par cette obligation,20,175,182,11
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Total hors communes < 3500 habitants,Non,70,175,182,38
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Total hors communes < 3500 habitants,Oui,72,175,182,40
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Total hors communes < 3500 habitants,Sans réponse,7,175,182,4
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Total hors communes < 3500 habitants,Je ne sais pas,13,175,182,7
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Total pondéré,Je ne sais pas,,,,4
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Total pondéré,Ma structure n’est pas concernée par cette obligation,,,,8
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Total pondéré,Sans réponse,,,,1
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Total pondéré,Non,,,,66
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Total pondéré,Oui,,,,21
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Un EPCI (hors métropole),Ma structure n’est pas concernée par cette obligation,0,32,33,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Un EPCI (hors métropole),Non,14,32,33,42
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Un EPCI (hors métropole),Oui,18,32,33,55
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Un EPCI (hors métropole),Sans réponse,1,32,33,3
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Un EPCI (hors métropole),Je ne sais pas,0,32,33,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Un département,Ma structure n’est pas concernée par cette obligation,0,24,25,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Un département,Non,11,24,25,44
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Un département,Oui,13,24,25,52
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Un département,Sans réponse,1,24,25,4
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Un département,Je ne sais pas,0,24,25,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Une commune,Ma structure n’est pas concernée par cette obligation,7,30,30,23
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Une commune,Je ne sais pas,2,30,30,7
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Une commune,Oui,4,30,30,13
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Une commune,Non,17,30,30,57
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Une commune,Sans réponse,0,30,30,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Une métropole,Ma structure n’est pas concernée par cette obligation,0,18,18,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Une métropole,Non,5,18,18,28
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Une métropole,Oui,13,18,18,72
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Une métropole,Sans réponse,0,18,18,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Une métropole,Je ne sais pas,0,18,18,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Une région,Ma structure n’est pas concernée par cette obligation,0,10,10,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Une région,Non,3,10,10,30
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Une région,Oui,6,10,10,60
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Une région,Sans réponse,0,10,10,0
"Pensez-vous que les services de votre structure sont bien informés des obligations d’open data applicables depuis 2018 à toutes les administrations publiques de plus de 50 ETP, et notamment les collectivités de plus de 3 500 habitants ?",Une région,Je ne sais pas,1,10,10,10
Pensez-vous que votre structure est exposée à des attaques cyber ?,Autre,"Oui, de temps en temps",28,73,75,37
Pensez-vous que votre structure est exposée à des attaques cyber ?,Autre,"Non, probablement pas",7,73,75,9
Pensez-vous que votre structure est exposée à des attaques cyber ?,Autre,"Oui, de façon continue",23,73,75,31
Pensez-vous que votre structure est exposée à des attaques cyber ?,Autre,"Oui, de façon fréquente",9,73,75,12
Pensez-vous que votre structure est exposée à des attaques cyber ?,Autre,Je ne sais pas,6,73,75,8
Pensez-vous que votre structure est exposée à des attaques cyber ?,Autre,Sans réponse,2,73,75,3
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 10 000 à 100 000 hab.,"Oui, de temps en temps",5,10,10,50
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 10 000 à 100 000 hab.,"Non, probablement pas",0,10,10,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 10 000 à 100 000 hab.,"Oui, de façon continue",3,10,10,30
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 10 000 à 100 000 hab.,"Oui, de façon fréquente",2,10,10,20
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 10 000 à 100 000 hab.,Je ne sais pas,0,10,10,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 10 000 à 100 000 hab.,Sans réponse,0,10,10,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 3 500 à 10 000 hab.,"Oui, de temps en temps",3,6,6,50
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 3 500 à 10 000 hab.,"Non, probablement pas",0,6,6,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 3 500 à 10 000 hab.,"Oui, de façon continue",2,6,6,33
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 3 500 à 10 000 hab.,"Oui, de façon fréquente",1,6,6,17
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 3 500 à 10 000 hab.,Je ne sais pas,0,6,6,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 3 500 à 10 000 hab.,Sans réponse,0,6,6,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de moins de 3 500 hab.,"Oui, de temps en temps",1,9,9,11
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de moins de 3 500 hab.,"Non, probablement pas",3,9,9,33
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de moins de 3 500 hab.,"Oui, de façon continue",1,9,9,11
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de moins de 3 500 hab.,"Oui, de façon fréquente",3,9,9,33
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de moins de 3 500 hab.,Je ne sais pas,1,9,9,11
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de moins de 3 500 hab.,Sans réponse,0,9,9,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de plus de 100 000 hab.,"Oui, de temps en temps",0,5,5,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de plus de 100 000 hab.,"Non, probablement pas",0,5,5,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de plus de 100 000 hab.,"Oui, de façon continue",4,5,5,80
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de plus de 100 000 hab.,"Oui, de façon fréquente",1,5,5,20
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de plus de 100 000 hab.,Je ne sais pas,0,5,5,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de plus de 100 000 hab.,Sans réponse,0,5,5,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total,"Oui, de temps en temps",53,188,191,28
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total,"Non, probablement pas",11,188,191,6
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total,"Oui, de façon continue",71,188,191,37
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total,"Oui, de façon fréquente",40,188,191,21
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total,Je ne sais pas,13,188,191,7
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total,Sans réponse,3,188,191,2
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total hors communes < 3500 habitants,"Oui, de temps en temps",52,179,182,29
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total hors communes < 3500 habitants,"Non, probablement pas",8,179,182,4
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total hors communes < 3500 habitants,"Oui, de façon continue",70,179,182,38
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total hors communes < 3500 habitants,"Oui, de façon fréquente",37,179,182,20
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total hors communes < 3500 habitants,Je ne sais pas,12,179,182,7
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total hors communes < 3500 habitants,Sans réponse,3,179,182,2
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total pondéré,Je ne sais pas,,,,4
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total pondéré,Sans réponse,,,,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total pondéré,"Non, probablement pas",,,,1
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total pondéré,"Oui, de façon continue",,,,33
